text	label
"Hate gets a bad rap. We were given the ability to make judgements. I hate violence against the weak, I hate coffee, I hate House (Hugh Lorry is terrible.) Embrace your hate. You have a human right to it. The real hate is shutting down free speech "	0
"@WisdomKitty her first move God forbid will be to ban dresses "	0
"@paul84043 Don't forget the dead also "	0
"@SamPatch @IndictHillary I will. So, you are saying the the AP is incorrect on that. "	0
"Name it after a gay pedophile? Not the smartest thing to do. I couldn't care less if he founded the Navy. You don't honor someone like that by naming ANYTHING after them "	1
"The ISIS flag isn't flying from any state Capitol buildings, is it? "	0
"All this diversity training everyone has had to go thru over these many years was supposed to fix the waty people felt about race. Yep quota laws would help.....political correctness was going to help.....I don't know all of them, but the results can be seen on news clips of Ferguson and Baltimore..............can't they? "	1
"@Tygher @TheImmortalOne LoL That's what I thought. You get shown that you're supporting a pedophile and you got nothing to say. But like I said, that's what we expect from your ilk. "	1
"@BelieversKnow @pop555 I do know you talk like a nut job. nobody is flying isis flags here. you are in the wrong country "	0
"@LarJass @lgrngreen @Andrew917 @rxwhitmer Like your morals don't fall into question by supporting this. "	0
"@storm46 hard to have respect for someone who in a multi 6 figure a year job in an Chicago hospital....was on the committee that worked on a poor patient dumping scheme. "	0
"@Andrew917 @wayne230 no the opposite your polls poll mostly Democrats who can't stand Hilary who matters because of that cigar "	0
"hasent no been on the books forever "	0
"@EricPedersen I think you've missed the point of his comments. ""Missing the point"" seems to be a common theme with you. "	0
"@Cathouse2 The person leaning in the flag was paid the most. "	0
"Welcome aboard the USS Milk, sailor! Seriously. I think the USS J. Christopher Stevens, the USS Tyrone Woods, the USS Glen Doherty, or the USS Sean Smith...American heroes who died for America instead of for their lifestyle, deviant or not, would be better able stomached.  "	1
"@CynicalRant Mentioning ""god"" and the real world together is an oxymoron. "	1
"@SpayAndNeuterYourLiberals @SeanReed I own a ten year old successful small business. Something you only dream about. "	0
"Perhaps they can use it as a target ship for torpedo trials. "	0
"""On Thursday, a local court in Cologne handed down the first conviction for a sexual offense on New Year's Eve. A 21-year-old Iraqi man was convicted of sexual assault and given a one-year suspended sentence. A 26-year-old Algerian man was convicted of abetting a sexual assault and attempted assault, and given the same sentence."" That is some aggressive sentencing there, I am absolutely certain that will deter such behavior from them in the future. "	0
"@Tygher @Windvane60 @EyeseeIt So long,Fairy. "	0
@mdr1975 @wayne230 @SB117 not at all you are desperately pushing for a pro deviant answer from me nothing else can make sense but that.its an old liberal game I see all the time unless I say yes to gay marriage and TG bathrooms I can never make sense to y	1
"Michelle is lying...Trump sad he wants to build a wall to keep the illegals out and he wants to deport the illegals currently in the US...he never said he wanted to deport those that are here legally. The Democrats need the illegals here to vote for them!!  "	1
"@my_thoughts Liberals who won't serve honorably. "	0
"Or......fathers, brothers, cousins of the women should protect them. How about that? "	0
"There is no law that will civilize the uncivilized. "	1
"@brando5 Oh, come on. Pathetically uncalled for / inappropriate. "	0
"@BeauCharles life is all about her. so she didn't give it a glance  "	0
"Man it with gays and send to cruise the shores of Iran.....A real threat to their Evinrude navy. Who's going to engineer and make the condom it has to be wrapped in? "	1
"The Russians raped millions of German women and children at the end of WWII. Now the German people have to contend with this bunch of savages? How pathetic is it that a country has to cow-tow to a hoard of uncivilized migrants. Take your country back Germany.  "	1
"@alf5 @Catholica but barry loves her... "	0
"What kind of Commander in Chief would allow this to happen? "	0
"@wayne230 @mdr1975 @WisdomKitty Do I want men wearing dresses? No, but not freaked out by it either. "	0
"Liberals backed by Liberal officials all deciding which laws they feel like following......They all belong in jail for participation in - and aiding and abetting criminal acts "	0
"@buckneykid It comes with a pitcher, and a catcher mode "	1
"@freedomscout - The confusion is added by people following an ancient mythology that have no respect for science, medicine and psychology. "	0
"@EyeseeIt Correction; IS a failed state. "	0
"no habla deutch.... No means white chicks want you more in Arabic mongrelland German politicians that approved of the refugee invaders are responsible for each and every crime committed by these mongrels! German citizens should kick all politicians and refugee invaders OUT!. "	1
"@Andrew917 @wayne230 @SB117 @ProfessorHeisenberg nope because the Dems rejected Carter and will do the same to Hilary. they want no more four years of Monica Lewinski "	1
"@MollyPitcher1776 @TurnHearts yep and your own kids will get raped by a pedophile in a shared bathroom then YOU will be crying. or will you? women have bodies in bedrooms but not bathrooms! "	1
"Just say ""No."" Yeah that'll stop those nasty rapists, especially the Muslims.  "	1
"@SeanReed The only thing you liberals want ""free"" is your social programs that us conservatives pay for. Get a job, freeloader "	0
"@lgrngreen @LarJass @Andrew917 @rxwhitmer No by the standard that has been around since this country was founded and before. So I guess you think we should still have sla very? I'm not surprised. It's biblical too. "	0
"@Andrew917 How does that have anything to do with it? "	0
"@Jackumup2 and progs never do anything hypocritical. Guess it takes a hypocrite to know one. "	0
"@rivrrodent @Tygher @SamPatch @dinsmo81 You are such a drama queen. The military is not ""destroyed"".  "	0
"@CarpeNoctem what flag is that? confederate flag never internationally promoted racism, slavery maybe but it also represents southern patriotism... "	0
"Merkel, possible the only person in charge who is worse than what we have. Obama is trying his hardest though to get to Merkel's level. ""A 21-year-old Iraqi man was convicted of sexual assault and given a one-year suspended sentence. A 26-year-old Algerian man was convicted of abetting a sexual assault and attempted assault, and given the same sentence."" Sounds exactly like how Obama is trying to let all of the black people in this country get away with everything.  "	1
"@AlienNation I will be last if you just need someone to close up shop. Does room service exist in Heavan? I hope it is a fun place and not just a bunch of religious nuts praying and such. "	0
"@SB117 @Andrew917 @wayne230 @ProfessorHeisenberg nope a VOTE for hilary is what your only answer would be "	0
"@hawk0323 @Tygher @dinsmo81 I get it, you can't defend your pedophilia, so you're lashing out. Get help. "	0
"@CBellweather Not true. First off over 300 convicted time served MURDERER illegals were RE RELEASED back into the UNited States......and over 100,000 Violent Felon illegals with them. All during Obama's time in office. "	1
"This country has been paying for your families elaborate trips, while 1 in 6 children here in the United States go to bed hungry each nite..... millions of dollars spent (TAXPAYER MONEY) ON VACATIONS and all we hear is INCOME Equality..... that is a complete joke..... WAKE UP AMERICA.....  "	0
"Stop screwing with the taxpayers safety and security. If you liberal police chiefs cant follow the law of the land, then its high time you find another occupation. "	0
"Globalization is only concerned with the Elite controlling the Commoners and everything else. "	0
"@reallynoway1 No, I think Obama thought he would make this country in his own image. "	0
"Trump is clearly getting to the dems Don't worry moochel Trump will never sexually harass you when he gets in the white house But watch out for billy. He might "	0
"@idahoron AMEN! But that doesn't serve Liberal propagandist agenda. "	0
"Instead of passing these silly laws, just get rid of the sand knee grows "	1
"And by ""Dangerous Illegal Immigrants"", they mean, ""Democratic voters"". "	1
"@dinsmo81 But Trump isn't a religious fanatical conservative. Do you think he really cares about the anti-gay agenda? "	0
"Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more.  "	0
"@WiltonManors @WaterIsWet That's not even factually accurate lol WTH are you even talking about "	0
"@Andrew917 @ProfessorHeisenberg Here's hoping he brings as many Republicans down with him as possible. "	0
@HoorahAmerica @Rolandw1 As much as 25% of the DNA of the North Eastern North American natives was European in origin. How many hundreds of years and what percentage of their DNA before they were considered native by you sir? Or are we all only native to 	0
"The next one will be Margaret Sanger "	0
"@7thDay @SeanReed THINK THE GOV WILL TAKE CARE OF YOU???? LOOK AT THE AMERICAN INDIAN...... HENERY FORD "	0
"barker @CarpeNoctem Not yet! And, given Obama is a lame duck...we may be safe for a while "	0
"@peprman Another name for ""diversity training"" is to brow beat one group until you can create even more who didn't previously but now thoroughly hate you for eternally dissing them. "	0
"@LarJass @SB117 @Andrew917 @wayne230 none that is a vote for Hilary "	0
"@SpayAndNeuterYourLiberals @RHerpes They would just make paper airplanes out of them. "	1
"@mdr1975 @freedomscout @rxwhitmer I think he's stumped on that one. "	0
"@delainey @br782 So you would be ok with your government flying the flag of a group that kidnapped your grandmother and used her as a slave? "	0
"@Tygher @Windvane60 @EyeseeIt The only thing lost here is your manhood and dignity.Mine is very much in tact,Fudgepounder. "	0
"@dankat2 Did your husband become an activist fighting for the equal treatment of others?  "	0
"Vote DemoKKKrat 2016: Because free food, clothing, education, housing, healthcare, abortions, contraceptives AND Cellphones, just isn't enough to keep our constituency from rioting. We need more of your money. "	1
"@AlienNation @freedomscout @rxwhitmer I try to live by that ""Do unto others"" bit. "	0
"The reason Trump supporters have such anger is the result of Michells husband..  "	0
"It seems that you and some others prefer to give graduates fluff instead of what is actually going on. Considering how many don't bother enough with what is real to dump Trump...what more is there to be said? Except we would be a lot better off doing more sorting out of what is real, especially graduates. "	0
"I must have missed the case where a state prevented an individual from flying a confederate flag on their own property. "	0
"@PaulPiper9 Oh, come on, he's not that bad. "	0
"@SpayAndNeuterYourLiberals @killterrists @7thDay @SeanReed THAT'S RIGHT "	0
"@freedomscout I figured it out by age 5. The good thing is children will have access to healthcare, information, medicine, treatment and support. None of which existed for transexuals when I was a little girl growing up in the 1970's and 80's. "	0
"@dirkshomebiz I get the impression that the German people really didn't have much of a say in it. Just another of example of Merkel/Obama progressivness. "	0
@SeanReed LOL. How's Obamacare been doing so far? Shows you how much a gov't healthcare program works.Quick summary since you seem to have missed it: Lost BILLIONS so far when Oblunder promised it would save taxpayers hundreds of millions. Has hurt & cost	0
"Just because Obama wants to pee in the ladies room doesn't mean the rest of America has to put up with it. "	0
"Your level of hate is without boundary...im positive that, even if you have 9 lives, you would have died 9 times from an heart failure before your wish comes true. your cynical argumebt leaves me cold ! "	0
"Woman doesn't know here place. "	1
"Obama to white working Americans ""FU"" "	0
"@TheImmortalOne @Tygher Why do YOU keep lying? "	0
"@SpayAndNeuterYourLiberals @7thDay @paul84043 pulse or no pulse there registered. "	0
"@1Jessie @SB117 @Andrew917 What law is saying that? What in the world are you talking about? All you're doing is confirming my point. "	0
"@CarpeNoctem it flying high here thats why Americans are joining Isis "	0
"@cdgoldin @SSBN738G So if they are alone who has to prove it was said? "	0
"@pop555 @BelieversKnow it flying high here thats why Americans are joining Isis "	0
"Harvey died of HIV. So did his partner, I believe. "	0
"@wayne230 @mdr1975 @SB117 No, I'm trying to figure out what you are saying. You're asking questions claiming someone wants stuff they haven't mentioned.  "	0
"mcd All lives matter Mr. Obama and Mr. Johnson, not just your future democrats here illegally. "	1
"@wayne230 @dusty911 @TurnHearts What forced perversion? "	0
"@sheph if it were only that's simple....not that I don't agree...completely. "	0
"""Milk's career as a Navy officer, however, ended with an ""other than honorable"" discharge,"" Yup! That's the kind of person we should be naming ships after. And my comment has nothing to do with his preferences, just his performance as a Navy officer. But apparently his preferences have more to do with a ship being named after him than his performance.... as far as the Navy is concerned. "	0
"Coming soon: The USS Micheal Brown "	0
"@DEGJR5047 @grinningbear @CBellweather Yes by other illegals or Democrats. "	1
"@freedomscout @rxwhitmer I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender? "	0
"@EyeseeIt Thanks to the DNC. "	0
"@howard123 @PaleRider55 @Archangeljack OBAMA WILL BE HER CELLMATE AFTER HE HAS THE OPERATION  "	1
"@SamPatch @rivrrodent @Tygher @dinsmo81 I don't believe you have any right to judge the military. When did you serve? "	0
"@Unidentified743 Its still the same Navy. Stop being a drama queen. "	0
"@BelieversKnow that flag is no more terrible than YOU are "	0
"Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you! "	0
"@br782 So what are your thoughts on affirmative action? "	0
"whats up with the civil rights and American citizens? "	0
"@ron12 That wasn't even a good try gomer. "	0
"@phillip barker @flrlegal Whatever other issues were involved do not matter. In 2015 we remember it as slavery. So the confederate flag is now associated with slavery. That is why it must go. "	0
"@Tygher @rivrrodent @SamPatch @dinsmo81 I agree we have lost, but it was no speaker who destroys our military. It is Barack Obama and his employers. "	0
"@CBellweather There shouldn't be any Illegal is Illegal "	1
"Trump "" What's Michele's dress size for a going away party, 18, 20, 22. My wife wears a 6, end of discussions!"" "	0
"@br782 @phillip barker @flrlegal I will fly it from now on, I will not be a slave to the PC police. "	1
"Q. Why don't you run over a liberal on a bike? A. It's probably your bike. "	0
"Secret Service officer assigned to the White House during Bill Clintonâ€™s presidency alleges that presumptive 2016 Democratic presidential nominee Hillary Clinton â€œlacks the integrity and temperament to serve in the office. "	0
"@MothraSaveUs Yes there is, it's called capital punishment. "	0
"@SB117 @AlienNation @wayne230Freedomscout just replied to me below. Read it if you dare. It's so sad. "	0
"@rxwhitmer Such is a plausible hypothesis, and if true, perhaps they are customized with body enhancements; nevertheless, she and her party are attacking women, via the Alinsky playbook.  "	0
"Q. How do you starve a Democrat? A. Hide his EBT card under his work shoes. "	0
"The comments below (and above) are exactly WHY it is appropriate to name the ship after someone who stood up for civil and human rights. "	0
"@mdr1975 @LarJass How can I possibly make an understandable counter argument to someone that doesn't know the difference between ""your"" and ""you're""? I just can't duï»¿mï»¿b it down enough. "	0
"@jshanks @puhleeze Yeeeeup. (Actually, it's a fence, isn't it?) "	0
"if u have a job...do it right. they are in demand now and we don't need blackasses acting like monkeys. GIT ur ACT TOGETHER. "	1
"Q. Why do they bury liberals 2 foot deep when they die? A. So they can still get a ""hand out"" BWAAAAA HAAAAA HAAAAA "	0
@lgrngreen @Andrew917 @LarJass @rxwhitmer Leviticus 25:44 â€œâ€˜Your male and female sla ves are to come from the nations around you; from them you may buy sla ves. 45 You may also buy some of the temporary residents living among you and members of their 	0
"@harrisonzayre @jerseyan @prissy7 cleo should have SEEN this coming "	0
"This will work great, just like the bracelets they handed out that said don't touch me. Liebrals will never learn. hahahahahahaha "	1
"@CBellweather One is just one too many, Chico. "	1
"@Rfloyd Robert E Lee, confederated General, leader of the confederated army. Did you study history? "	0
"@SB117 @Andrew917 @wayne230 He's not capable of any thought, period! "	0
"Hundreds of women were raped and molested in the New Year's Eve travesty. And only ONE conviction so far? This only became a problem when Germany opened its borders to hordes of women-hating Muslims. "	1
"@lgrngreen @Andrew917 @rxwhitmerImmoral people? Who? "	0
"@SamPatch @humbled @my_thoughts Chelsea can  "	0
"@mdr1975 @wayne230 @SB117 fine then lets leave the bathrooms alone "	0
"@Bernstein @chickabalter You have never been a slave and I have never owed one ! "	1
"@dinsmo81 Yeah, you Cons made a pedophile Speaker of the House! You must be so proud! "	0
"@wayne230 @SB117 @dusty911 @TurnHearts You didn't answer the question. What forced perâ version? If you're sick of the nonsâ ense you make up, stop saying it. "	0
"@IndictHillary He was honorably discharged. Go to the United States Naval Institute site and read for yourself. "	0
"@Buckeyesnumber1 @br782 Not a huge fan - state by state issue. "	0
"@dinsmo81 @WiltonManors Ever heard of the republican icon Mark Foley? "	0
"Groping people in public wasn't already illegal? What's up with that, Deutschland? "	0
"@quickfix I think it sounds the same as an M4 bolt chambering a round.  "	1
"@SpayAndNeuterYourLiberals Ok we have a winner:) "	0
"barker @justme33355 @CarpeNoctem Too funny!!!!! "	0
"So, no source on your claim. Ok then. "	0
"@wayne230 @SB117 @dusty911 @TurnHearts Fourth time; What forced compliance of perversion? "	0
"Welp, I guess this is the end of the US Navy as history has known it previously. It used to be a place where young boys went to learn how to be men. Now I guess it's a place where young gay boys go to meet other young gay boys. We must be a laughing stock.  "	1
"@azolfos It sure looks that way "	0
"@flrlegal It's shocking how many people just argue it is southern pride. No it is not. You can be proud of where you are from without displaying a flag that reminds people of the horrible attrocities their ancestors lived through. "	0
"@TurnHearts They haven't passed their Jim Crow laws yet. "	0
"Isis is destroying all remnants of middle eastern heritage and religion that does not support sharia law. This is the left's equivalent action here in America "	1
"@phillip barker @CarpeNoctem Don't count on it. "	0
"Do the Democrats plan on drafting her for the nomination if Bizaro, I mean Hillary is indited? They seem to really like putting her out to the public. "	0
"@Andrew917 @lgrngreen @rxwhitmer I understand completely who they are. You are the one that has bought into the lie that they were born with some genetic defect. Transgender is a sick perversion.  "	1
"@dinsmo81 Your obsession with pedophilia tells me you are a pedophile. Please seek help for your sickness. "	0
"The Germans better realize real quick that you can't put a ""no means no"" law in sharia law. "	1
"It's about time! Good lord! "	0
"@pop555 @BelieversKnow how am I terrible huh "	0
"@PittsburghSteel For and by Democrats it's ""Pittsburg STEAL"" "	0
"I case you haven't noticed nothing works under Dim. control. What is it about the word ""illegal"" Dim's do not understand? Why do we write laws that are not enforced? Vote Trump! "	1
"You need a gibberish->English translator to understand any of his posts. "	0
"Dems shouldn't be allowed to live in gated comunities "	0
"@Nevergofullliberal Ignorant troll. No one said the new law will prevent crime, just that it will make it easier to prosecute criminals --- which is a good thing.  "	0
"@rxwhitmer So you think it's moral to discriminate against transgender people when science, medicine and psychology all say their condition is legitimate? On what basis? "	0
"Are they removing the Black Panthers colors or just the stars and bars. "	0
"@Tygher @dinsmo81 Well,your mental identity is very much open to question,given your postings;right ? "	0
"@dirkshomebiz No the people didn't the LOUSY LEADER DID, just like ODUMBO IS DOING HERE! "	0
"I know a Scotsman who was deported for overstaying visa one day, he was at the departure area of LAX leaving the country and is now barred from returning, he is a security consultant for people working abroad and is married to an American, the reason for the harsh treatment can only be because he is white. This is the world you liberals are making for yourself. "	0
"@12345abcde German citizens elected Merkel, who LOVES Muslims - and until German citizens take their country back, they are responsible for what happens. "	1
"It's like in the movie ""The Help."" Those poor black people in the south didn't have any hope until that privileged white girl showed up and started the whole Civil Rights Movement! "	0
"I wonder if Egyptian Africans wake up everyday obsessed by the fact that Hebrew slaves built the Pyramids?? Somebody should stage some protests over there. Throw some eggs, maybe. Maybe Israel can press Egypt for reparations. It's only been about 4 thousand years. "	0
"@frommie @Pilgrim1620 pushing 80 something and probably will get reelected. He is doing something right. "	0
"@freedomscout @rxwhitmer First, the terms ""discriminate"" and ""discrimination"" are elevated in their minds to the level of a religious sanctimony â€“ Freedomscout ""Indeed there are those who are last who will be first, and first who will be last."" - Luke 1"	0
"@puhleeze @brando5 Sorry - just playing the game of Politics Liberals developed, and I guess I hit a nerve, called the truth? "	0
"@BelieversKnow @pop555 I am right here and I don't see any. some of my neighbors fly the confederate flag though "	0
@Justasouthernguy @GOTRUMPFORAMERICA If you were a Navy Veteran you would understand what GOTRUMPFORAMERICA means by his comments. Naming a ship after a gay that was discharged under other than honorable conditions shows how sick our government and countr	1
"@wayne230 @AlienNation I wonder which of your favorite talking heads just said that on TV. "	0
"I think cutting off federal funds to cities who do not enforce current law is a dandy idea. Nothing would make them move faster to fix that sanctuary attitude of aiding and abeting illegals in the commission of a crime - staying here illegally, working here using false papers (fraud) or worse. "	0
"@wayne230 @WisdomKitty Yeah, a real danger that will happen, I'm sure. "	0
"""She also said Americans â€œdon't build up walls to keep people out..."" We DON'T. We build ""walls"" to keep illegal - illegal - illegal aliens out. The woman is a completely CLUELESS, pro-illegal immigration, leftyTOOL. "	1
"@wayne230 @mdr1975 @Andrew917 @rxwhitmer no answer? You didn't ask a question. "	0
"Nothing will get better until U.S. Resident Obama is removed from the oval office... 50 million plus illegal aliens are a large portion of the demoRATic voter base... we do you think demoRATs are doing everything they can to keep ID's out of the voting booths. Fraud in fraud out! "	1
"@upchuckliberals @toric depends on what the meaning of ""is"" - 'is"". "	0
"@br782 @phillip barker @flrlegal not we, you. That's what it means to you. "	0
"@oharaj @killterrists maybe date is wrong but facts are facts he is illegal as a belly boarder crawlin mexitrash "	1
"@Tygher Serving up BJ's to little boys isn't ""serving honorably"" "	1
"ONLY SHE IS BETTER OFF.......FOR THE LAST 7.5 YEARS......... "	0
"@LarJass @mdr1975 @freedomscout @rxwhitmer Seems so. "	0
"The Stars and Bars is a symbol of souther heritage. "	0
"@WiltonManors @dinsmo81 No, did someone name a boat after him? "	0
"She needs to focus on WIPING not SWIPING.  "	1
"@Tygher Even if you define your life by a bad habit, it's still a bad habit. To define anyone by a sexual proclivity dismisses their free will out of hand. "	1
"@sheph Charges should include but not be limitted to: Deriliction of duty Conduct unbecoming Obstruction of Justice accomplice before the fact "	0
"@CBellweather That small number is too many. "	0
"@Andrew917 @lgrngreen @LarJass @rxwhitmer Or stone the victim. "	0
"Very few people are anymore. "	0
"Keep living in denial chickensh!t. I'm totally not sitting in my flightsuit getting ready to go to base. You are so right. You are such a smart little Libby keep telling yourself that you special little flower. "	0
"@rivrrodent @SamPatch @Tygher @dinsmo81 From 1990 to 2012.  "	0
"@Duckyy Is that the reason buckwheat pass the lgbt bill with the help of the other gay scotus for his dude. "	1
"@mdr1975 @wayne230 @SB117 still pushing for yes on TG/gays? "	0
"@TheWhiteDevil @sourpickle Flying the Rainbow Flag. "	0
"I think the maximum age to abort a liberal should be 40 years old. After that age, all the drugs and alcohol will tear them down fast anyway "	0
"@oharaj @mrbigstuff I was kinda hoping for name or names. Maybe I'll google it later. "	0
"@Ramtoughtom Wishing the death of US military personnel? Sounds like treason to me! "	0
"@Bunnysmind A really sharp knife and it will only happen once ............... "	1
"You mean the pedophile Harvey Milk? That one? Name a whole ship after a pedophile, wow.  "	1
"@WiltonManors I beg to differ. The Hillary supporters are one huge hate group. "	1
"@mamahattheridge After victimizing them for more than 300 years (and continue to victimize them) what do you expect? "	0
"@anthonyhantonh Yeah that was a big black eye for the Navy when the Village People filmed a homoerotic video on one of their destroyers.  "	0
"@SB117 @wayne230 @Andrew917 its nice to know your real name. its a pretty female name "	0
"Moooooochel ought to be wiping not swiping her own $ "	1
"@pop555 @BelieversKnow yes they are where you been "	0
"LOL...Not only are you all going to get Hillary...you're going to get Bill too... "	0
"Will they make a backdoor deal to get it commissioned? "	0
"@SB117 @wayne230 @Andrew917 so far thats you "	0
"@Tygher No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando. "	0
"@TheImmortalOne And military records don't support his claim. Like any politician he was pandering for sympathy and votes. "	0
"Imagine that, Muslims are the problem...? "	1
"This is what democrats have given us all through "" affirmative Action"" . A bunch of socialist libertards.. Minorities now hold more positions of power than the majority. What could possibly go wrong ?? (sarc) "	1
